사용월,호선명,역ID,지하철역,승차승객수,하차승객수,
2021-04,9호선2~3단계,634,종합운동장,"110,837","107,692",
2021-04,9호선2~3단계,635,삼전,"173,935","167,676",
2021-04,9호선2~3단계,636,석촌고분,"153,467","152,283",
2021-04,9호선2~3단계,637,석촌,"215,158","189,442",
2021-04,9호선2~3단계,638,송파나루,"123,446","132,250",
2021-04,9호선2~3단계,639,한성백제,"65,924","59,389",
2021-04,9호선2~3단계,640,올림픽공원(한국체대),"151,819","152,059",
2021-04,9호선2~3단계,641,둔촌오륜,"31,573","27,642",
2021-04,9호선2~3단계,642,중앙보훈병원,"249,537","222,075",
2021-04,우이신설선,700,북한산우이,"86,454","82,712",
2021-04,우이신설선,701,솔밭공원,"64,496","62,599",
2021-04,우이신설선,702,4.19민주묘지,"82,280","78,313",
2021-04,우이신설선,703,가오리,"108,753","106,893",
2021-04,우이신설선,704,화계,"89,355","84,235",
2021-04,우이신설선,705,삼양,"54,141","57,789",
2021-04,우이신설선,706,삼양사거리,"64,514","66,269",
2021-04,우이신설선,707,솔샘,"147,649","139,267",
2021-04,우이신설선,708,북한산보국문,"162,018","153,727",
2021-04,우이신설선,709,정릉,"121,114","111,556",
2021-04,우이신설선,710,성신여대입구(돈암),"85,961","94,900",
2021-04,우이신설선,711,보문,"39,949","40,259",
2021-04,우이신설선,712,신설동,"58,084","57,008",
